contig,gene_id,site_pos,r2N,r2S,r2L,rL_std,rNrS_pval,r2G,r2G_pval,rNrS,rNrS_trans,r_rg,r_rg_transform,iLDS,iLDS_pval,significance
GUT_GENOME142522_1,GUT_GENOME142522_00022,28092,0.08474299887436829,0.09351851147876425,0.09484318151653205,0.0042122426945427945,0.7881810706651989,0.09164432934751103,0.2238013281358585,-0.008775512604395963,-0.703858800865524,0.0031988521690210214,-0.11334870336010262,0.5082651401092698,0.7755889753579193,False
GUT_GENOME142522_1,GUT_GENOME142522_00022,28094,0.11386030330744557,0.10869625953837349,0.11099556909122932,0.0060940082199185015,0.35190901360846794,0.1089363342364833,0.36771497786491425,0.005164043769072077,-0.11038636758382606,0.002059234854746017,-0.12621946257303543,0.028116502880577453,0.986040104333639,False
GUT_GENOME142522_1,GUT_GENOME142522_00022,28216,0.11251508859370783,0.11685469766380588,0.11822955785581664,0.006855980785444898,0.6289822277082,0.10996855884511253,0.11411454128992088,-0.004339609070098047,-0.515001537852949,0.00826099901070411,-0.056177166666435886,0.268382458045571,0.8744228335901633,False
GUT_GENOME142522_1,GUT_GENOME142522_00022,28280,0.11316747652063985,0.1199573721645057,0.12212717704114084,0.00704544501568588,0.6983727088404237,0.11067158248962733,0.05197934250949283,-0.00678989564386584,-0.6193217540930631,0.011455594551513515,-0.020097625338455754,0.38396334963715345,0.8253219925283524,False
GUT_GENOME142522_1,GUT_GENOME142522_00022,28281,0.11700288872799107,0.13222918205507173,0.13149472684840022,0.007369739886803393,0.8801051592037268,0.1120587254435355,0.004178801480546458,-0.015226293327080656,-0.9784988560788371,0.01943600140486472,0.07003253830868587,0.9623645677695504,0.6180522464696823,False
GUT_GENOME142522_1,GUT_GENOME142522_00022,28445,0.11223426330321003,0.1319496009199665,0.13033302290254248,0.007229990949260273,0.9537473136073228,0.11299172003946241,0.008230661127978496,-0.019715337616756465,-1.1696185708191136,0.01734130286308007,0.04637515769742058,1.3701582564564063,0.5040503433861871,False
GUT_GENOME142522_1,GUT_GENOME142522_00022,28521,0.10757429518821363,0.13414476900667527,0.13133666798662405,0.007040805731314221,0.9933012353201026,0.11379431310586077,0.006359771826561043,-0.026570473818461643,-1.461473939318998,0.017542354880763278,0.04864582529474567,2.138272491627197,0.34330492045285116,False
GUT_GENOME142522_1,GUT_GENOME142522_00022,28545,0.10288448221927457,0.1305623584493245,0.12860588790880612,0.006512482587182811,0.9971937664815177,0.11456267462645948,0.015528044357282103,-0.02767787623004994,-1.508621264974084,0.014043213282346631,0.009126761832789881,2.2760214189135577,0.32045586799797393,False
GUT_GENOME142522_1,GUT_GENOME142522_00022,28758,0.09626151311258248,0.13399055111146427,0.13023991276688712,0.006868396684630364,0.999967734016928,0.11728798036895917,0.029665765128580567,-0.03772903799888179,-1.9365464637709628,0.012951932397927954,-0.003198089080838631,3.75022243411759,0.15333791210497094,False
GUT_GENOME142522_1,GUT_GENOME142522_00022,28979,0.10386932946001584,0.12889643321535293,0.12871942705475783,0.006380898993313276,0.9936250626802459,0.12430600112227592,0.24457477982965264,-0.025027103755337093,-1.3957654216103548,0.00441342593248191,-0.09963139118869559,1.9580875262733264,0.3756701568042061,False
GUT_GENOME142522_1,GUT_GENOME142522_00022,28986,0.13572019755007703,0.13455139391500925,0.13678310564845172,0.00779819287738148,0.46111402524099065,0.153302938753561,0.9829301637453512,0.0011688036350677722,-0.28048251844736544,-0.016519833105109266,-0.3360501725110804,0.19160016159930357,0.9086456536241562,False
GUT_GENOME142522_1,GUT_GENOME142522_00022,28989,0.13460930973053295,0.13465210953296985,0.137136847221305,0.007699578283146113,0.5014338423348654,0.15319760463921248,0.9815073771655095,-4.279980243690473e-05,-0.33206617153958184,-0.016060757417907467,-0.3308654034166893,0.21973985745904354,0.8959506651590734,False
