contig,gene_id,site_pos,r2N,r2S,r2L,rL_std,rNrS_pval,r2G,r2G_pval,rNrS,rNrS_trans,r_rg,r_rg_transform,iLDS,iLDS_pval,significance
GUT_GENOME150720_1,GUT_GENOME150720_00029,29531,0.0445069075553988,0.04722163494223054,0.0465526607717103,0.003040916429662249,0.63040914804732,0.06082621166389242,0.9999986593287861,-0.0027147273868317404,-0.9042860123053805,-0.014273550892182116,-0.8713147829460047,1.57692264303141,0.454543654025641,False
GUT_GENOME150720_1,GUT_GENOME150720_00029,29622,0.04444535514984747,0.047326088862813614,0.04668296374861463,0.0030227409970854345,0.6422584310795089,0.06079268619681621,0.9999984782112945,-0.002880733712966148,-0.9077746079987964,-0.014109722448201578,-0.8699769981910427,1.580914716308866,0.4536372731239796,False
GUT_GENOME150720_1,GUT_GENOME150720_00030,30432,0.0444071129087666,0.0470035924129813,0.046473082147863526,0.0030205026341177236,0.6277042758462125,0.060776766764681446,0.9999989075898271,-0.0025964795042146965,-0.9018010524628299,-0.01430368461681792,-0.8715608478932664,1.572863449803497,0.45546713111272774,False
GUT_GENOME150720_1,GUT_GENOME150720_00031,31236,0.04559486578238877,0.04735638179607576,0.04691833183757947,0.0030234477323126795,0.5867738382458447,0.06113376994682112,0.9999987101743514,-0.0017615160136869867,-0.8842544317704589,-0.014215438109241647,-0.8708402475527772,1.5402686368634795,0.4629508812985419,False
GUT_GENOME150720_1,GUT_GENOME150720_00031,31965,0.04724025080773829,0.04771155838676704,0.04751752479776219,0.0028707814516375006,0.5220077695712713,0.06169129204870188,0.9999996038417007,-0.0004713075790287527,-0.8571409133066304,-0.01417376725093969,-0.8704999730704707,1.492460748379815,0.47415055829416985,False
GUT_GENOME150720_1,GUT_GENOME150720_00036,36560,0.04355428703531436,0.047207110112330815,0.04660446332673377,0.0027854668843061694,0.6856983423624025,0.06196326313574574,0.9999999824520965,-0.003652823077016455,-0.9239999392441691,-0.015358799809011968,-0.8801766717670115,1.6284868612460817,0.4429743414361853,False
GUT_GENOME150720_1,GUT_GENOME150720_00036,37514,0.043907920891006445,0.047553886238479545,0.046973494991623045,0.0028642133664236384,0.6856016332545024,0.0619233133025215,0.9999999103061702,-0.0036459653474731,-0.9238558251835266,-0.014949818310898456,-0.8768370245119672,1.622352753280535,0.4443350532760235,False
GUT_GENOME150720_1,GUT_GENOME150720_00036,37541,0.04383837781956299,0.044047850749530805,0.04371965666693493,0.002739939613921357,0.5110564813476568,0.06212295379090891,0.9999999999907044,-0.0002094729299678133,-0.8516385011373407,-0.018403297123973976,-0.9050373247496092,1.544380695809386,0.4620000184780162,False
GUT_GENOME150720_1,GUT_GENOME150720_00038,38792,0.04359576893445644,0.04389052315072595,0.043437485021297365,0.002762655072621609,0.5155015509699349,0.06216932318631117,0.9999999999940068,-0.0002947542162695105,-0.8534306733698627,-0.01873183816501381,-0.9077201140467759,1.552299719693629,0.46017434066934215,False
GUT_GENOME150720_1,GUT_GENOME150720_00039,39238,0.04327141690686441,0.043349489548269275,0.042532709272198974,0.002806036385708967,0.5041326619644809,0.06206126132417742,0.9999999999982924,-7.80726414048652e-05,-0.8488771456428329,-0.019528552051978447,-0.9142258933006793,1.5564013923761484,0.45923156547743205,False
GUT_GENOME150720_1,GUT_GENOME150720_00039,39344,0.04265533368822847,0.04188737061944145,0.04187106840099095,0.0026614956960140487,0.459336612503503,0.06135816363174162,0.9999999999998778,0.0007679630687870212,-0.8310978440717481,-0.019487095230750665,-0.9138873665950584,1.5259137452427585,0.4662856393685616,False
GUT_GENOME150720_1,GUT_GENOME150720_00039,39402,0.042224967512862664,0.04207206890504238,0.04188177144582739,0.002765894098504213,0.4915739560974055,0.06180885083897364,0.9999999999997089,0.0001528986078202857,-0.8440233227547981,-0.019927079393146252,-0.9174801743552755,1.5541452396890367,0.45974990605156274,False
GUT_GENOME150720_1,GUT_GENOME150720_00039,39408,0.04236042977083181,0.042025441026756,0.04196185162230519,0.002775660457224564,0.4821605406485879,0.061843291866189705,0.9999999999996048,0.0003349887440758162,-0.8401967284318791,-0.019881440243884517,-0.9171074957371532,1.5470167012049054,0.461391502308363,False
