contig,gene_id,site_pos,r2N,r2S,r2L,rL_std,rNrS_pval,r2G,r2G_pval,rNrS,rNrS_trans,r_rg,r_rg_transform,iLDS,iLDS_pval,significance
GUT_GENOME143211_1,GUT_GENOME143211_00020,24448,0.29248517244796407,0.3088046266573849,0.3102716376194447,0.010532392065661695,0.6993556136532904,0.30027703992300525,0.17132581634833677,-0.016319454209420825,-0.668325210694888,0.009994597696439456,0.1906023844424471,0.4829878562055129,0.7854535729678906,False
GUT_GENOME143211_1,GUT_GENOME143211_00020,24485,0.2959851542841596,0.30804917840811336,0.30951707243905147,0.010174918731145155,0.651112758603008,0.3011408662591408,0.20519118101188644,-0.012064024123953743,-0.5646798551482337,0.008376206179910639,0.17561149326573086,0.34970273537725005,0.8395818004794229,False
GUT_GENOME143211_1,GUT_GENOME143211_00020,24731,0.2958793513151342,0.3106770824430768,0.31204072459631005,0.010119767470414355,0.680929563782063,0.30158189124591556,0.15068374495683873,-0.014797731127942582,-0.631262087425163,0.010458833350394492,0.19490252201590533,0.43647881610853456,0.8039329506020584,False
GUT_GENOME143211_1,GUT_GENOME143211_00020,24835,0.30097155091827305,0.31525530466521645,0.31655303461308304,0.009853441779059266,0.6708713548921568,0.30250834086904654,0.07702669993272242,-0.014283753746943406,-0.6187436422088904,0.014044693744036496,0.22811774984364397,0.4348814025676508,0.8045753137884499,False
GUT_GENOME143211_1,GUT_GENOME143211_00020,24871,0.29638035732228807,0.32061642351134356,0.32064690488777187,0.009800584757660595,0.7752630869466846,0.3039271619236741,0.04400455873686446,-0.024236066189055494,-0.8611423988226721,0.016719742964097783,0.252896285408579,0.8055227622235235,0.6684715902417131,False
GUT_GENOME143211_1,GUT_GENOME143211_00020,24974,0.2989924286732186,0.33627446829394947,0.33542680340384873,0.009845445674306966,0.8739993915471472,0.3058101563437892,0.0013141862485794972,-0.037282039620730845,-1.1788904354772993,0.02961664706005951,0.3723581608846579,1.5284332588372613,0.4656986027042552,False
GUT_GENOME143211_1,GUT_GENOME143211_00021,27023,0.2944618293748062,0.34078366441990043,0.3393673472353132,0.00985271606468136,0.9262090749933362,0.30618854257203554,0.0003792953829293362,-0.04632183504509424,-1.3990639060806411,0.03317880466327766,0.4053538337109031,2.1216915438017474,0.3461629116209947,False
GUT_GENOME143211_1,GUT_GENOME143211_00021,27369,0.3012081811925189,0.34404533494922745,0.343069486056561,0.009764621786421457,0.9030609146232137,0.3075196022303044,0.0001359583505771886,-0.042837153756708546,-1.3141909264175606,0.03554988382625662,0.42731674524409896,1.9096973918442566,0.38487037260462376,False
GUT_GENOME143211_1,GUT_GENOME143211_00021,28035,0.31102238091200124,0.3533567439330234,0.3525431597888079,0.009937902816990819,0.8996829197002949,0.3085637837404518,4.812781208030555e-06,-0.04233436302102217,-1.301944943398418,0.04397937604835611,0.5053977282978799,1.9504874994093675,0.37710042424269435,False
GUT_GENOME143211_1,GUT_GENOME143211_00021,28065,0.3273445002493559,0.3588676677015532,0.3588496549171424,0.00989801240672425,0.8328555056371606,0.30886569543459885,2.2102226553236094e-07,-0.0315231674521973,-1.0386272090894835,0.04998395948254353,0.5610171849646337,1.3934867612866515,0.4982051292498504,False
GUT_GENOME143211_1,GUT_GENOME143211_00029,38258,0.3211371345431738,0.3698760132304954,0.3679021173597229,0.009765024655287424,0.9271043841297592,0.311314231083475,3.4169588235014906e-09,-0.04873887868732163,-1.457933478048463,0.05658788627624789,0.6221882593878109,2.512688256534522,0.2846929271237307,False
GUT_GENOME143211_1,GUT_GENOME143211_00029,38563,0.3108182007327712,0.39277535545972686,0.3889363745720717,0.010178187194881958,0.9931359487594563,0.31463236202267447,1.4354321270923976e-13,-0.08195715472695564,-2.2669985928844114,0.07430401254939722,0.7862897875541048,5.75753425015178,0.05620401265501509,False
GUT_GENOME143211_1,GUT_GENOME143211_00029,38750,0.3094371478848789,0.4010793091882914,0.39661461030385126,0.01025468589962457,0.9972266156653963,0.3171505676690415,4.629238750669951e-15,-0.09164216130341246,-2.5028868415285843,0.07946404263480977,0.8340862871581758,6.960142475922243,0.030805216453771253,False
