D,r2
70.41550750585318,0.5397550059989962
96.02794307891332,0.5131747082942936
123.03227129768905,0.48882366075575356
151.70149444373484,0.4757257977529235
181.47901914503015,0.4643842802281178
211.46711499663752,0.44401573881573414
242.84284789644013,0.4295282171389541
275.94175147295124,0.4237859708527689
308.7882775119617,0.4151912293863235
342.0626959247649,0.4131463680121485
376.7705696202532,0.40131697464769556
412.8735913102512,0.39856915218069017
450.07153057250423,0.3851700785309637
487.5008984105045,0.38290262840223793
525.3540044860799,0.3777304897142082
565.5414450642106,0.3771489179109216
606.1486750348676,0.3687803699647471
648.004365130312,0.3724663754214226
691.5831102783726,0.3593422296311615
735.001336005344,0.3551592109723044
778.5664201588606,0.34891128554161704
823.7262914417887,0.3472291158974167
870.1572232130608,0.3414302321959743
916.7215737704918,0.34388712014188766
963.10801203172,0.3349135415153965
1008.4060761660248,0.3381072990925985
1054.8813306177867,0.3275735278437231
1102.994609536973,0.33284407654998466
1150.6189883913764,0.32463476154302817
1199.1953488372094,0.32613736512161656
1248.4707969432313,0.3310445615903008
1299.8123544719901,0.32264232551229555
1350.700866648029,0.31695779191169254
1402.4804804804805,0.3143986734293665
1455.3571934798015,0.3042863173217785
1508.309456360448,0.2929603138299668
1563.0317305004194,0.3036903672391913
1619.416770272137,0.29712524163998877
1676.2577061927243,0.2770864331056309
1733.4594262295082,0.28636555759601096
1792.373869486573,0.28319501321337365
1850.7340514829323,0.2731625808430355
1909.8033583125173,0.2771820732182883
1971.6742198100408,0.2803930728724356
2034.082251082251,0.29193946289380424
2097.022109310629,0.279836370428847
2158.7789794786468,0.273676056073437
2223.0437362030907,0.2714795266025848
2288.0352064061854,0.2724330110045987
2354.797175688772,0.2710051651702117
2422.280072312613,0.2728542120298933
2490.8500278241513,0.268259952090154
2559.6694340666945,0.2613985180680619
2629.726961990703,0.27136382175081974
2701.3494026118365,0.2683427245846746
2772.7163972924436,0.2662815709212845
2846.3777901012063,0.2615757677582691
2921.0642719515554,0.2520436663031778
2995.5083228423555,0.2455308003349747
3069.750344827586,0.24690322134482204
3145.3762922122673,0.2471121079974267
3221.953423511365,0.2438143023963664
3300.0,0.24489866808489266
3380.7378344655485,0.24078686380405825
3460.3697173243772,0.24082932948515062
3541.227222982216,0.23481210596660546
3624.0737761752875,0.23348795796222843
3707.082664081972,0.23059722543155226
3792.8639069638652,0.2162624279987333
3880.2095277662374,0.22469540615115371
3966.569552728765,0.22856460868022302
4054.8758687795385,0.21801496430050374
4142.257993079585,0.21281427097648611
4230.01595892312,0.21206353016762217
4320.515854495538,0.20475136472444377
4411.042520775623,0.19618317266683924
4500.016025641025,0.19616268040744875
4589.862278761062,0.1941444905298136
4681.227260236328,0.19115703083167598
4773.081519478719,0.17923942064344398
4864.823431195214,0.18768421852236256
4958.613845099383,0.17845610998786665
5052.946077748363,0.17592778243166282
5146.2872737322095,0.17486023678692147
5241.270534729879,0.17226615791758454
5335.4937395659435,0.16953924762529093
5428.66771718279,0.1752393980288259
5523.186606892687,0.1649038075914546
5619.392256122588,0.16682397620282624
5715.948486531519,0.1556670794835257
5813.906405300939,0.15334215736675713
5914.360917941585,0.14686210768233626
6015.524484181568,0.1432327731268057
6117.264840182648,0.13615506316951723
6222.240089024899,0.13451042834366567
6329.3055286129975,0.12787099176125274
6438.788464173174,0.12581932677410232
6550.843542128603,0.1195864479947312
6665.40314281741,0.11738721578667621
6779.600220416035,0.11723520565633984
6893.775699639789,0.12129225295467778
7008.140243902439,0.11292194631976829
7127.038689246868,0.10503355052427822
7247.929410139522,0.1029058389352261
7365.258329848041,0.10209346905554134
7480.090984284533,0.10157864422630439
7595.997651609338,0.1003283496835667
7711.60773480663,0.1023076735305132
7828.654547967929,0.10192158541136483
7947.872980501393,0.10392545020291477
8070.222130697419,0.09555158441767957
8193.25709910913,0.09480016492906636
8320.15815554026,0.09706284131594357
8445.223607647547,0.09477982742742236
8567.619206217041,0.09281830187450538
8687.369544265455,0.10082033773263777
8806.593958797328,0.09202591583680347
8927.605133132034,0.09114259770362489
9048.251245847176,0.09121757585615062
9169.368093922652,0.08446617245327233
9291.36373717771,0.08303963939473342
9413.051221869391,0.08303419396983885
9537.088353972451,0.08456355725174718
9661.890490712503,0.08382791285075333
9786.767149758454,0.0825536332344046
9913.972712238148,0.08980802870338576
10038.228725612287,0.08386232092353954
10158.455327413985,0.08376087597509481
10273.363573598454,0.07975587260499328
10385.6925,0.0795096230109474
10498.231466227347,0.07719743896020533
10613.510658914729,0.0784366836287515
10728.121924246614,0.0773779757541456
10841.6748046875,0.08046358247580224
10956.684413261797,0.07956566108432947
11069.649923685305,0.0880011296985383
11182.474466620784,0.08714705316842522
11297.555478502081,0.08342577093543298
11412.693990584326,0.08463860046220067
11529.65601659751,0.0815498001952029
11650.060147242673,0.08054137847027047
11768.75534409047,0.08526190969542767
11887.39246119734,0.08310781710186317
12009.602953353575,0.08804119838713757
12135.745996686914,0.08410333282591616
12259.466731355697,0.08218439146960657
12381.584978600027,0.0871932951648744
12499.877454393538,0.0837344800898292
12618.349381017882,0.08238602070572124
12737.550410235017,0.0836118949993541
12859.322935275526,0.08444884413271601
12980.970919716154,0.0838812158664834
13103.29398847104,0.08347654512128706
13230.438666851058,0.08046882656102426
13360.586427478793,0.08132649436189462
13488.889857478898,0.08380083524579444
13612.506287135553,0.07900661014871097
13736.82427761648,0.0797878562834517
13861.405982905982,0.07508369144311892
13981.491565265487,0.07943113457178562
14101.752871177529,0.07690130086207393
14223.313820912124,0.07226122537075552
14346.866988950276,0.0775980320295611
14473.746473029045,0.07502879985791813
14601.846864231564,0.07313603010684373
14734.360405386644,0.07241644577785965
14867.061570247934,0.07484290104130716
14999.822092700528,0.07718201727436881
15132.702377661046,0.07578497352350717
15262.675952875952,0.07497031858510254
15395.793289146644,0.07355413956081915
15532.217753120665,0.07356093499142063
15675.4055432984,0.07445350394431274
15816.008186485362,0.07459607786000483
15956.852509010258,0.07649319625316163
16101.99821133737,0.08002806230672742
16246.482115729872,0.0779273133675176
16381.961127308066,0.08109933974775548
16521.319216443648,0.08181975825087179
16663.60177113602,0.08321231039092075
16809.195606839985,0.08256285769900738
16953.145939964033,0.08021476625902023
17098.155248618783,0.08519115226533622
17241.51049723757,0.08879204341866097
17386.34459833795,0.08982650042261708
17534.23631600717,0.086992780127647
17687.059475946207,0.08414946171949172
17840.082850840914,0.08090861746367614
17997.41917084029,0.08048606134449467
18154.828185328184,0.07998435582742393
18306.00249203932,0.07699963807901708
18458.102407971215,0.07957091172418035
18613.41728701406,0.08035103950446175
18765.32117598114,0.08093132842894582
18916.1214384509,0.07882956449495898
19066.12363132363,0.08030067837351289
19215.094250967384,0.08040628830100438
19366.065313449322,0.08136039871212693
19518.572935461485,0.07835412296837324
19672.55825846579,0.07889898577069632
19824.53762102351,0.07731067129929924
19975.16932022705,0.07570168867783245
20127.112277309763,0.07807802501194826
20279.016160220996,0.07651715828382379
20430.498683663573,0.07868524171203417
20581.824324324323,0.07821618659552765
20734.83414634146,0.0780087526925436
20887.538059187886,0.07868400421010999
21041.078071023905,0.07683057503319284
21193.015653137554,0.07325203917219418
21345.370657439445,0.07177558804915385
21498.32337482711,0.07382702699954949
21655.022727272728,0.07277882670245202
21807.79319878352,0.07591188395940843
21963.808302303132,0.07199942987164892
22122.445152354572,0.07213776450383362
22281.986045869024,0.07008921445893608
22440.163596065937,0.07507438370634403
22599.44541182974,0.07459721087451288
22755.567735692563,0.07355298041606727
22907.338057523968,0.07654913672479792
23057.497653878003,0.07857904980240885
23210.128091750725,0.08142494030924878
23365.326846100757,0.08166742921636357
23520.06545302946,0.08037222262414988
23672.806091510472,0.0808334759630782
23826.846996809545,0.07983821681464263
23978.9295988935,0.07690699035258479
24129.327809997238,0.07798423761628893
24282.087758214337,0.0762375655504898
24433.40420237766,0.07578668163344318
24583.570142639524,0.07333651923148778
24738.67168300428,0.0740250538966819
24893.43326432022,0.07735094636259911
25047.182462479155,0.07544902694178818
25203.596907785755,0.07510486605660066
25361.53594680704,0.07584656098467925
25523.90301694448,0.07245992137266283
25686.926802269267,0.07603260173041156
25843.651401609768,0.07299443813767742
26000.75259013676,0.07529254693702588
26158.86123408965,0.0750620464271292
26314.99570518149,0.07835198041391417
26466.780821917808,0.07521923636746027
26619.868730136797,0.07346299626486655
26771.419435215947,0.07126625797875727
26917.04246518682,0.0713962792370423
27064.286682339924,0.0714787780499273
27209.367372527166,0.07273694535629059
27359.02182621909,0.06938004768270288
27513.9774384372,0.0694981773414122
27673.902646239556,0.07130311701765235
27835.148551724138,0.07225902025047878
27998.178620689654,0.0740105516873388
28157.519561598223,0.07515148538127342
28313.209539564377,0.07441475067416717
28472.856036509475,0.07035991164871158
