contig,gene_id,site_pos,r2N,r2S,r2L,rL_std,rNrS_pval,r2G,r2G_pval,rNrS,rNrS_trans,r_rg,r_rg_transform,iLDS,iLDS_pval,significance
GUT_GENOME150720_1,GUT_GENOME150720_00003,3182,0.05142424486635826,0.048349640136774175,0.04870684353781421,0.00912853040539309,0.43723643491297515,0.06001606908870362,0.892306485990852,0.0030746047295840823,-0.07045286488783425,-0.01130922555088941,-0.2568768319230442,0.07094931294972334,0.965147194152226,False
GUT_GENOME150720_1,GUT_GENOME150720_00006,4970,0.04005090163821652,0.0448037989540388,0.04374059090108779,0.0071699402668668945,0.6145999578758679,0.060895238726082206,0.9916347848431522,-0.004752897315822277,-0.15376587934521307,-0.017154647824994415,-0.2970857082884706,0.11190386372006886,0.9455845872902966,False
GUT_GENOME150720_1,GUT_GENOME150720_00006,6061,0.04341646043063314,0.0479818824452152,0.04719217358402205,0.007325421553360381,0.6102186368083691,0.055929213612647626,0.8835068176845888,-0.004565422014582064,-0.15177046211095077,-0.008737040028625576,-0.2391835524979095,0.08024304495489178,0.9606726887334174,False
GUT_GENOME150720_1,GUT_GENOME150720_00007,6918,0.05840804272366527,0.04944930715798242,0.0505916303324522,0.007124208980235054,0.33686995916287515,0.058120906907000475,0.854711778649682,0.00895873556568285,-0.007824369286903934,-0.0075292765745482715,-0.23087571619003389,0.05336481708099892,0.9736704218355682,False
GUT_GENOME150720_1,GUT_GENOME150720_00007,7121,0.05923949042745947,0.051589593204581057,0.052213591381537694,0.005359698959282233,0.3495886734449172,0.058525078553192424,0.8805184354135523,0.007649897222878413,-0.021755156803009518,-0.00631148717165473,-0.22249891443920228,0.04997905377414699,0.9753201266126689,False
GUT_GENOME150720_1,GUT_GENOME150720_00007,7858,0.05718693717825146,0.051072514947391956,0.05161354746530654,0.005538199512860955,0.4005942156663098,0.05845791452665552,0.8917422731624547,0.006114422230859506,-0.03809818034576142,-0.0068443670613489785,-0.2261644326169491,0.052601821926604675,0.97404194560569,False
GUT_GENOME150720_1,GUT_GENOME150720_00008,8662,0.0752399517254017,0.06566353118061456,0.06631244640580444,0.00643023019527059,0.4103492598725758,0.08127176870811538,0.9900015333062351,0.009576420544787134,-0.0012499605808185198,-0.014959322302310937,-0.2819847338191864,0.079516952508531,0.9610215206419966,False
GUT_GENOME150720_1,GUT_GENOME150720_00011,10749,0.10190848818226513,0.06809656540911395,0.06946910212110353,0.006976496564554314,0.2294797021519006,0.08090975394053693,0.9494854561563499,0.033811922773151176,0.25670369255408887,-0.011440651819433392,-0.2577808731257584,0.13234776432038253,0.9359681019858549,False
GUT_GENOME150720_1,GUT_GENOME150720_00011,11716,0.09673535571401935,0.07123029813821098,0.07170070952325396,0.0062457771847519855,0.1992682259084934,0.07707091536019461,0.8050541731366213,0.02550505757580837,0.16828851536638495,-0.0053702058369406586,-0.21602412732582876,0.07498744799110786,0.9632004627522391,False
GUT_GENOME150720_1,GUT_GENOME150720_00011,11718,0.10698919393442269,0.11602408405459036,0.11542092964409231,0.009819506903154303,0.7413613202067141,0.07797702309432797,6.858490346238843e-05,-0.009034890120167671,-0.19934181485380606,0.037443906549764344,0.07848108905155798,0.045896440487927674,0.977313087496383,False
GUT_GENOME150720_1,GUT_GENOME150720_00011,12238,0.4131132453079766,0.19702167762924444,0.20570287938921938,0.01586297758405007,0.002609335317521856,0.10847928402485518,4.4226973992034565e-10,0.21609156767873217,2.196820297214288,0.0972235953643642,0.4896873294215806,5.065813098848713,0.07942782356145747,False
GUT_GENOME150720_1,GUT_GENOME150720_00011,12240,0.5564916714365813,0.23278617664823348,0.25132457880169323,0.02077303479317149,3.1737867881232395e-08,0.15106181407598712,6.944796035640084e-07,0.3237054947883478,3.342222829604591,0.10026276472570611,0.5105928481973817,11.431158499360432,0.0032942417803910155,True
GUT_GENOME150720_1,GUT_GENOME150720_00011,12259,0.6973271920157164,0.4557988753795692,0.47717421889359796,0.029213920239992,3.398886717473858e-08,0.19217269452528193,8.721778780836072e-23,0.24152831663614716,2.467559572827957,0.28500152436831605,1.781354411357375,9.26207378431727,0.009744649711200272,True
GUT_GENOME150720_1,GUT_GENOME150720_00011,12459,0.7615394671453533,0.5351647880507262,0.5503240148002609,0.0239490919992348,9.880858308232954e-30,0.28631510711706737,1.4677715428606462e-28,0.22637467909462705,2.3062699026043063,0.26400890768319357,1.636952606098898,7.9984946982724505,0.018329429359218132,True
GUT_GENOME150720_1,GUT_GENOME150720_00011,12465,0.6949182380610409,0.6528885809430757,0.6584834402922224,0.01420405418501629,0.13014125613088723,0.2848643153908258,8.69907239183995e-153,0.04202965711796525,0.3441701941665903,0.3736191249013966,2.3909278478942486,5.834989096388892,0.054068984974708925,False
GUT_GENOME150720_1,GUT_GENOME150720_00011,12466,0.7165530599897052,0.6951276732162536,0.697416169280456,0.01281820317152413,0.2601484914116106,0.29328929171949064,1.819777591249474e-218,0.021425386773451627,0.12486601984144785,0.4041268775609654,2.6007813704207163,6.7796552596385045,0.03371448777109844,False
