contig,gene_id,site_pos,r2N,r2S,r2L,rL_std,rNrS_pval,r2G,r2G_pval,rNrS,rNrS_trans,r_rg,r_rg_transform,iLDS,iLDS_pval,significance
GUT_GENOME130046_1,GUT_GENOME130046_00006,11322,0.04494193181203764,0.037897463733547035,0.038196222655925004,0.0013800479877898717,0.20560977944925074,0.06630821111621403,1.0,0.007044468078490608,-0.8331595845206149,-0.028111988460289027,-0.39972694768280476,0.8539365259823753,0.6524842597980038,False
GUT_GENOME130046_1,GUT_GENOME130046_00006,12513,0.04686386620548923,0.03830154164829827,0.03875040413232534,0.0015358676769886997,0.17811554768879778,0.06617437821186753,1.0,0.008562324557190956,-0.8073278143861936,-0.02742397407954219,-0.39549743487676015,0.8081964208756853,0.6675785548671612,False
GUT_GENOME130046_1,GUT_GENOME130046_00006,12531,0.04523361883707646,0.03887685357503945,0.03938186662911792,0.0017567835352536585,0.24576422067876041,0.0659630312727742,1.0,0.0063567652620370105,-0.8448633136443554,-0.02658116464365628,-0.39031633197849624,0.8661408577512681,0.6485148160272234,False
GUT_GENOME130046_1,GUT_GENOME130046_00006,12633,0.04632369576986783,0.03823324879627471,0.03877119283699335,0.001724107144078564,0.19162648194736187,0.06573823354718342,1.0,0.008090446973593117,-0.8153585033493047,-0.026967040710190064,-0.39268847391422024,0.8190137265290973,0.6639776011619272,False
GUT_GENOME130046_1,GUT_GENOME130046_00006,12711,0.046815877202871656,0.03864297206940875,0.03904932734689295,0.0016646264373522852,0.18921175274196345,0.06561180399907815,1.0,0.008172905133462909,-0.8139551821121824,-0.026562476652185203,-0.39020144906113574,0.8147802093366863,0.66538457003826,False
GUT_GENOME130046_1,GUT_GENOME130046_00006,12825,0.04467234942559479,0.03885052834718388,0.039167373633241416,0.001751207989678936,0.26021488410355686,0.06566166155711174,1.0,0.005821821078410908,-0.8539673069270451,-0.026494287923870326,-0.3897822643642656,0.8811903749131643,0.6436532127354442,False
GUT_GENOME130046_1,GUT_GENOME130046_00006,13100,0.04376344641802286,0.0386850009378122,0.03912127637918225,0.0016975395660205653,0.2838689980021887,0.0655907356844489,1.0,0.005078445480210657,-0.8666185080423765,-0.026469459305266646,-0.3896296324378418,0.9028388889552423,0.6367237159131702,False
GUT_GENOME130046_1,GUT_GENOME130046_00006,13174,0.04352946396516137,0.03859846892286964,0.03901564424831648,0.0016540898361388809,0.28362576512829185,0.06549630681373417,1.0,0.004930995042291733,-0.8691279059149625,-0.026480662565417687,-0.38969850357426605,0.9072482405281501,0.6353214928456274,False
GUT_GENOME130046_1,GUT_GENOME130046_00007,13505,0.0421856275682467,0.038781575638951654,0.039054924044036494,0.001682247772915062,0.3391508880216261,0.06546426320293346,1.0,0.003404051929295049,-0.8951143177113144,-0.026409339158896962,-0.3892600486964441,0.9527530272829501,0.6210296121018579,False
GUT_GENOME130046_1,GUT_GENOME130046_00007,13718,0.0420847728207149,0.0385673757348427,0.038749932399925566,0.0015262754112145493,0.33905251903199823,0.06552071050504701,1.0,0.0035173970858721967,-0.8931853434824348,-0.02677077810512145,-0.39148196540987135,0.9510381870530109,0.6215623237294624,False
GUT_GENOME130046_1,GUT_GENOME130046_00007,13775,0.042205086541185745,0.03864322623642198,0.03886568373365096,0.0015904150507199605,0.334646371739816,0.06554606887018834,1.0,0.003561860304763763,-0.8924286423937873,-0.02668038513653738,-0.39092628194030826,0.9492522396764917,0.6221176104214701,False
GUT_GENOME130046_1,GUT_GENOME130046_00007,13781,0.041594968497736674,0.03852762738882547,0.038732559563342275,0.0015976384488512617,0.3568864323870905,0.06555854682902154,1.0,0.0030673411089112076,-0.9008446595690475,-0.026825987265679266,-0.3918213592628556,0.9650450782486648,0.6172244535588368,False
